date,year,month,min_cfs,max_cfs,mean_cfs
1980-01,1980,01,2050.0,3130.0,2420.3225806451615
1980-02,1980,02,2100.0,8580.0,3361.7241379310344
1980-03,1980,03,2540.0,4640.0,3595.1612903225805
1980-04,1980,04,2080.0,9400.0,4782.333333333333
1980-05,1980,05,4160.0,8270.0,6010.967741935484
1980-06,1980,06,4050.0,9180.0,6348.333333333333
1980-07,1980,07,1080.0,3660.0,2003.5483870967741
1980-08,1980,08,1000.0,2040.0,1231.9354838709678
1980-09,1980,09,1190.0,4670.0,1784.0
1980-10,1980,10,633.0,1730.0,1371.258064516129
1980-11,1980,11,1640.0,1850.0,1747.0
1980-12,1980,12,660.0,2060.0,1600.0
1981-01,1981,01,1400.0,2100.0,1889.6774193548388
1981-02,1981,02,1120.0,1510.0,1372.857142857143
1981-03,1981,03,652.0,1190.0,986.483870967742
1981-04,1981,04,462.0,969.0,653.9666666666667
1981-05,1981,05,459.0,2120.0,980.0645161290323
1981-06,1981,06,524.0,3370.0,1824.5333333333333
1981-07,1981,07,743.0,4670.0,1789.3548387096773
1981-08,1981,08,525.0,1670.0,860.5806451612904
1981-09,1981,09,960.0,3960.0,1431.1333333333334
1981-10,1981,10,1120.0,6610.0,1852.258064516129
1981-11,1981,11,920.0,1430.0,1074.5666666666666
1981-12,1981,12,916.0,1100.0,986.1612903225806
1982-01,1982,01,901.0,1210.0,1058.3870967741937
1982-02,1982,02,800.0,1770.0,1143.7857142857142
1982-03,1982,03,1020.0,2680.0,1468.7096774193549
1982-04,1982,04,1440.0,3060.0,2203.3333333333335
1982-05,1982,05,2640.0,6260.0,3580.3225806451615
1982-06,1982,06,3260.0,5060.0,4287.333333333333
1982-07,1982,07,1500.0,4190.0,2253.548387096774
1982-08,1982,08,1250.0,11700.0,3236.1290322580644
1982-09,1982,09,1440.0,5560.0,2689.6666666666665
1982-10,1982,10,1300.0,1980.0,1647.0967741935483
1982-11,1982,11,1210.0,2460.0,1568.0
1982-12,1982,12,1240.0,2720.0,1979.3548387096773
1983-01,1983,01,2070.0,2930.0,2340.3225806451615
1983-02,1983,02,2230.0,3100.0,2458.9285714285716
1983-03,1983,03,2980.0,4920.0,3905.1612903225805
1983-04,1983,04,3880.0,6630.0,4985.0
1983-05,1983,05,3030.0,7560.0,5350.645161290323
1983-06,1983,06,4000.0,8410.0,5972.666666666667
1983-07,1983,07,2420.0,6600.0,4254.193548387097
1983-08,1983,08,1240.0,4590.0,2339.032258064516
1983-09,1983,09,883.0,2870.0,1174.9666666666667
1983-10,1983,10,1400.0,4120.0,1879.032258064516
1983-11,1983,11,864.0,1890.0,1386.9333333333334
1983-12,1983,12,1430.0,2720.0,1645.483870967742
1984-01,1984,01,1520.0,2420.0,2114.1935483870966
1984-02,1984,02,2400.0,3050.0,2774.137931034483
1984-03,1984,03,2260.0,3320.0,2773.548387096774
1984-04,1984,04,2260.0,4310.0,2900.6666666666665
1984-05,1984,05,2530.0,9030.0,5516.451612903225
1984-06,1984,06,2220.0,6450.0,3671.3333333333335
1984-07,1984,07,1540.0,3290.0,2136.451612903226
