date,year,month,min_cfs,max_cfs,mean_cfs,median_cfs,Q25_cfs
2013-02,2013,02,320.0,450.0,378.14285714285717,370.0,350.0
2013-03,2013,03,410.0,881.0,636.5806451612904,640.0,610.0
2013-04,2013,04,569.0,1090.0,779.7666666666667,712.0,638.5
2013-05,2013,05,676.0,3800.0,1727.0645161290322,1770.0,781.0
2013-06,2013,06,900.0,3030.0,1602.4666666666667,1395.0,1075.0
2013-07,2013,07,696.0,1770.0,1158.3548387096773,1170.0,866.0
2013-08,2013,08,390.0,768.0,522.516129032258,514.0,466.0
2013-09,2013,09,508.0,1260.0,782.7,822.0,567.5
2013-10,2013,10,698.0,992.0,830.0322580645161,842.0,754.5
2013-11,2013,11,310.0,760.0,618.0,669.0,512.5
2013-12,2013,12,380.0,600.0,451.61290322580646,430.0,415.0
2014-01,2014,01,360.0,460.0,404.80645161290323,410.0,380.0
2014-02,2014,02,390.0,630.0,508.7142857142857,515.0,427.5
2014-03,2014,03,580.0,972.0,757.2903225806451,798.0,630.0
2014-04,2014,04,805.0,2670.0,1630.0666666666666,1515.0,948.25
2014-05,2014,05,1980.0,9910.0,4110.322580645161,3600.0,2785.0
2014-06,2014,06,3550.0,11000.0,7146.666666666667,7110.0,5877.5
2014-07,2014,07,1880.0,5760.0,3758.3870967741937,4420.0,2555.0
2014-08,2014,08,1300.0,2180.0,1646.774193548387,1610.0,1440.0
2014-09,2014,09,680.0,3230.0,1070.0666666666666,855.0,761.5
2014-10,2014,10,1000.0,2920.0,1393.225806451613,1210.0,1095.0
2014-11,2014,11,840.0,1040.0,951.2666666666667,960.0,912.5
2014-12,2014,12,530.0,890.0,707.0967741935484,730.0,620.0
2015-01,2015,01,530.0,640.0,591.8709677419355,590.0,575.0
2015-02,2015,02,540.0,700.0,596.8571428571429,580.0,568.0
2015-03,2015,03,740.0,1840.0,1136.9032258064517,1090.0,882.0
2015-04,2015,04,1110.0,1960.0,1442.0,1390.0,1220.0
2015-05,2015,05,1830.0,4620.0,3416.1290322580644,3360.0,2950.0
2015-06,2015,06,2210.0,7630.0,5618.333333333333,6555.0,4220.0
2015-07,2015,07,1050.0,3620.0,2108.064516129032,2080.0,1575.0
2015-08,2015,08,733.0,1030.0,871.0645161290323,888.0,797.5
2015-09,2015,09,505.0,819.0,647.2666666666667,659.5,558.75
2015-10,2015,10,639.0,887.0,772.741935483871,768.0,740.0
2015-11,2015,11,461.0,987.0,749.5333333333333,809.0,585.0
2015-12,2015,12,440.0,600.0,544.8387096774194,560.0,525.0
2016-01,2016,01,450.0,520.0,482.83870967741933,480.0,470.0
2016-02,2016,02,480.0,620.0,517.9310344827586,510.0,490.0
2016-03,2016,03,580.0,798.0,675.7741935483871,674.0,635.0
2016-04,2016,04,829.0,2220.0,1504.7,1530.0,1127.5
2016-05,2016,05,1100.0,4570.0,2836.451612903226,3040.0,2395.0
2016-06,2016,06,2110.0,8560.0,4978.333333333333,4185.0,3057.5
2016-07,2016,07,687.0,2430.0,1393.4193548387098,1290.0,893.5
2016-08,2016,08,345.0,712.0,493.06451612903226,466.0,392.0
2016-09,2016,09,336.0,563.0,424.93333333333334,416.5,353.0
2016-10,2016,10,505.0,1310.0,902.8064516129032,936.0,746.0
2016-11,2016,11,580.0,1560.0,1038.8333333333333,1030.0,805.0
2016-12,2016,12,540.0,670.0,602.5806451612904,600.0,580.0
2017-01,2017,01,461.0,674.0,568.8387096774194,577.0,540.0
2017-02,2017,02,456.0,1370.0,806.3214285714286,841.5,525.5
2017-03,2017,03,836.0,6070.0,3056.9032258064517,3070.0,1068.5
2017-04,2017,04,2620.0,4020.0,3333.3333333333335,3350.0,3007.5
2017-05,2017,05,2710.0,10300.0,6339.032258064516,6040.0,4860.0
2017-06,2017,06,6960.0,15900.0,12570.333333333334,13250.0,10225.0
2017-07,2017,07,2870.0,9750.0,5810.322580645161,6020.0,4680.0
2017-08,2017,08,911.0,2800.0,1635.1612903225807,1690.0,1155.0
2017-09,2017,09,806.0,1760.0,1145.9,1052.5,834.75
2017-10,2017,10,973.0,1580.0,1262.5806451612902,1210.0,1105.0
2017-11,2017,11,862.0,1310.0,1072.8,1055.0,998.25
2017-12,2017,12,431.0,1090.0,596.5483870967741,544.0,470.5
2018-01,2018,01,349.0,458.0,393.16129032258067,382.0,362.5
2018-02,2018,02,316.0,457.0,382.89285714285717,385.5,376.25
2018-03,2018,03,489.0,1520.0,910.5806451612904,942.0,750.5
2018-04,2018,04,1070.0,2940.0,1641.0,1510.0,1265.0
2018-05,2018,05,2470.0,9160.0,5788.064516129032,6000.0,3960.0
2018-06,2018,06,3380.0,11000.0,6897.666666666667,7505.0,4835.0
2018-07,2018,07,1300.0,3560.0,2412.2580645161293,2570.0,1930.0
2018-08,2018,08,648.0,1250.0,889.4516129032259,835.0,748.0
2018-09,2018,09,464.0,633.0,507.73333333333335,484.0,479.0
2018-10,2018,10,474.0,749.0,668.1290322580645,681.0,667.0
2018-11,2018,11,597.0,858.0,721.5333333333333,712.0,676.25
2018-12,2018,12,390.0,804.0,497.5483870967742,489.0,439.0
2019-01,2019,01,322.0,384.0,344.16129032258067,338.0,327.5
2019-02,2019,02,310.0,332.0,320.60714285714283,321.0,316.75
2019-03,2019,03,335.0,638.0,425.93548387096774,394.0,360.0
2019-04,2019,04,674.0,2510.0,1606.2,1580.0,1330.0
2019-05,2019,05,1380.0,4390.0,2405.483870967742,2130.0,1785.0
2019-06,2019,06,2160.0,10400.0,5565.333333333333,5870.0,3175.0
2019-07,2019,07,1710.0,5020.0,3021.2903225806454,2820.0,2475.0
2019-08,2019,08,579.0,1630.0,1000.7741935483871,909.0,669.5
2019-09,2019,09,529.0,1120.0,749.3666666666667,767.5,635.25
2019-10,2019,10,504.0,1150.0,925.2903225806451,933.0,898.5
2019-11,2019,11,544.0,1040.0,818.8666666666667,815.5,769.75
2019-12,2019,12,371.0,605.0,506.6774193548387,507.0,461.0
2020-01,2020,01,371.0,481.0,430.7096774193548,437.0,395.0
2020-02,2020,02,450.0,623.0,507.41379310344826,494.0,490.0
2020-03,2020,03,650.0,1150.0,880.6774193548387,882.0,771.5
2020-04,2020,04,882.0,2170.0,1278.7,1175.0,1060.0
2020-05,2020,05,1380.0,3490.0,2486.7741935483873,2590.0,2110.0
2020-06,2020,06,2760.0,10400.0,4943.666666666667,3945.0,3035.0
2020-07,2020,07,1360.0,6580.0,2512.5806451612902,2140.0,1535.0
2020-08,2020,08,520.0,1280.0,738.1290322580645,654.0,563.5
2020-09,2020,09,389.0,538.0,442.3333333333333,430.5,420.25
2020-10,2020,10,429.0,618.0,486.258064516129,477.0,439.0
2020-11,2020,11,496.0,721.0,597.1,582.5,558.0
2020-12,2020,12,355.0,551.0,459.4193548387097,459.0,419.0
2021-01,2021,01,240.0,339.0,274.9032258064516,270.0,258.5
2021-02,2021,02,327.0,405.0,367.75,370.5,348.5
2021-03,2021,03,410.0,705.0,518.0645161290323,506.0,464.0
2021-04,2021,04,684.0,1250.0,891.8333333333334,855.0,786.5
2021-05,2021,05,565.0,2580.0,1218.3548387096773,926.0,803.5
2021-06,2021,06,1230.0,5080.0,2545.0,2110.0,1635.0
2021-07,2021,07,585.0,1140.0,757.1612903225806,696.0,653.0
2021-08,2021,08,418.0,774.0,585.0,605.0,483.0
2021-09,2021,09,398.0,492.0,433.93333333333334,433.0,413.75
2021-10,2021,10,406.0,762.0,629.1612903225806,676.0,606.5
2021-11,2021,11,608.0,818.0,728.8666666666667,724.5,699.25
2021-12,2021,12,350.0,798.0,525.2258064516129,455.0,389.5
2022-01,2022,01,269.0,501.0,358.19354838709677,332.0,316.0
2022-02,2022,02,336.0,441.0,382.42857142857144,371.0,363.5
2022-03,2022,03,392.0,1490.0,783.3870967741935,700.0,599.5
2022-04,2022,04,660.0,1280.0,794.9333333333333,746.0,679.5
2022-05,2022,05,461.0,2710.0,917.7096774193549,817.0,587.5
2022-06,2022,06,1610.0,7900.0,3730.6666666666665,3340.0,2760.0
2022-07,2022,07,1500.0,2620.0,2031.6666666666667,1980.0,1647.5
